id,date,departureTime,arrivalTime,flightNumber,from_code,from,to_code,to,availableSeats,distance,hours,minutes,price
1375,2021/9/10,1521,1814,1695,YIP,Detroit,TOP,Topeka,200,1400,15,15,94.8
1376,2021/7/15,1521,1745,1107,OUD,Oujda,YRJ,Roberval,200,1605,15,20,120.59
1377,2021/10/4,1524,1658,3369,NLD,Nuevo Laredo,NDY,Sanday,200,184,15,30,49.54
1378,2021/7/13,1524,1803,1939,DNZ,Denizli,SKS,Skrydstrup,200,1620,15,0,112.28
1379,2021/6/4,1525,1723,3799,YUS,Yushu,PAB,Bilaspur,200,292,15,25,31.19
1380,2021/8/7,1525,1652,3823,YBC,Baie Comeau,HHP,Hong Kong,200,213,15,25,89.6
1381,2021/7/19,1525,1832,530,BUP,Bhatinda,KTI,Kratie,200,2475,15,30,96.0
1382,2021/10/11,1526,1823,153,OKA,Okinawa,YIK,Ivujivik,200,944,15,18,179.4
1383,2021/7/7,1526,1729,1665,YVB,Bonaventure,ZZU,Mzuzu,200,544,15,30,123.21
1384,2021/5/21,1527,1650,3843,GIC,Boigu,VKG,Rach Gia,200,209,15,0,192.59
1385,2021/6/15,1527,1736,4579,HDI,Cleveland,YSU,Summerside,200,544,15,10,95.92
1386,2021/5/23,1527,1726,4403,LSZ,Mali Losinj,OAR,Fort Ord,200,427,14,50,55.19
1387,2021/11/28,1528,1755,4090,VNO,Vilnius,SOJ,Sorkjosen,200,569,13,49,88.9
1388,2021/12/22,1529,1853,1039,EGX,Egegik,VNT,Ventspils,200,1069,15,30,197.5
1389,2021/9/1,1529,1709,4333,KGT,Kangding,DCY,Daocheng,200,340,15,15,39.25
1390,2021/10/16,1529,1752,1222,WMB,Warrnambool,SMF,Sacramento,200,2227,15,29,188.08
1391,2021/12/10,1530,1859,85,HNY,Hengyang,GAQ,Gao,200,2586,15,30,33.13
1392,2021/9/24,1530,1910,61,LAQ,Al Bayda',SZW,Parchim,200,1069,14,57,67.26
1393,2021/5/2,1531,1844,1935,GLT,Gladstone,AAF,Apalachicola,200,1010,15,30,64.19
1394,2021/7/5,1531,1846,4525,ARM,Armidale,ABM,Amberley,200,1147,15,30,20.78
1395,2021/11/18,1532,1738,4447,UBA,Uberaba,YQX,Gander,200,431,15,10,95.02
1396,2021/6/13,1533,1824,289,VRA,Varadero,VTZ,Vishakhapatnam,200,937,15,20,13.21
1397,2021/12/24,1534,1713,3792,EPU,Parnu,GCN,Grand Canyon,200,264,15,15,174.55
1398,2021/10/26,1535,1803,4146,ORB,Orebro,BZA,Bonanza,200,483,15,30,161.46
1399,2021/5/3,1536,1850,4,ECA,East Tawas,TKH,Nakhon Sawan,200,944,15,40,166.25
1400,2021/10/15,1540,2047,703,BTI,Barter Island,DAA,Fort Belvoir,200,1598,15,45,111.61
1401,2021/10/26,1541,1856,507,PNY,Pendicherry,BKC,Buckland,200,950,15,45,186.9
1402,2021/8/26,1542,1805,3338,NBO,Nairobi,PVD,Providence,200,740,15,40,178.7
1403,2021/8/4,1542,1920,763,BEQ,Honington,TWU,Tawau,200,1389,15,35,79.73
1404,2021/10/16,1542,1830,1942,SHI,Shimojishima,MEG,Malanje,200,746,15,45,138.44
1405,2021/7/29,1543,1819,3321,NOC,Connaught,PRZ,Prineville,200,1029,15,45,154.84
1406,2021/11/12,1543,1743,317,LNX,Smolensk,RLG,Laage,200,419,15,44,181.14
1407,2021/6/27,1545,1853,379,NVA,Neiva,HMB,Sohag,200,1068,15,3,55.49
1408,2021/5/15,1548,1710,4617,GYE,Guayaquil,BWO,Balakovo,200,319,13,40,163.61
1409,2021/10/6,1549,1922,137,SLP,San Luis Potosi,QSA,Sabadell,200,1074,15,33,31.66
1410,2021/5/17,1550,1824,917,OSL,Oslo,SXK,Saumlaki,200,740,15,50,123.95
1411,2021/8/17,1550,1905,1283,TLM,Tlemcen,BOU,Bourges,200,2446,15,45,89.46
1412,2021/6/13,1550,1926,1773,QLS,Lausanne,NSO,Scone,200,1990,15,50,166.09
1413,2021/9/2,1551,1838,95,BXE,Bakel,FIG,Fira,200,760,15,48,83.61
1414,2021/11/2,1552,1727,4922,TSR,Timisoara,BIA,Bastia,200,254,16,0,114.99
1415,2021/6/1,1552,1853,667,PEE,Perm,PDP,Punta del Este,200,2454,15,50,54.32
1416,2021/9/9,1554,1919,1467,LVA,Laval,PJG,Panjgur,200,1096,16,0,41.69
1417,2021/10/1,1555,1845,4181,RAB,Tokua,MRF,Marfa,200,1092,14,45,80.74
1418,2021/8/1,1556,1921,369,HNM,Hana,CEI,Chiang Rai,200,1035,16,0,27.75
1419,2021/7/1,1556,1935,1508,SPG,St. Petersburg,SNN,Shannon,200,1074,16,0,126.91
1420,2021/7/15,1556,1906,1242,KPC,Port Clarence,BYC,Yacuiba,200,1065,15,59,124.22
1421,2021/12/3,1557,1935,565,NZY,San Diego,CBG,Cambridge,200,1391,16,0,41.73
1422,2021/11/1,1557,1916,509,GRQ,Groningen,FAJ,Fajardo,200,1065,16,0,36.46
1423,2021/10/26,1557,1853,80,SRE,Sucre,TAP,Tapachula,200,1085,15,29,155.24
1424,2021/5/23,1558,1846,620,KJH,Kaili,THO,Thorshofn,200,762,16,0,184.25
1425,2021/11/10,1558,1923,3985,PVA,Providencia,KWG,Krivoy Rog,200,589,16,0,29.35
1426,2021/6/24,1558,1746,1215,CCY,Charles City,VNA,Saravane,200,733,16,0,147.14
1427,2021/8/22,1600,1800,5675,MBU,Mbambanakira,AMM,Amman,200,463,15,1,169.63
1428,2021/12/23,1600,1809,3459,GSQ,Sharq Al-Owainat,YOS,Owen Sound,200,765,16,0,141.15
1429,2021/12/12,1600,1704,479,BLV,Belleville,WUN,Wiluna,200,200,15,53,65.2
1430,2021/12/3,1601,1803,3331,TNC,Tin City,OMS,Omsk,200,187,16,0,51.5
1431,2021/8/15,1602,1809,4576,GHB,Governor's Harbor,MWE,Merowe,200,605,15,29,174.2
1432,2021/11/15,1602,1843,91,FXO,Cuamba,AFT,Afutara,200,2248,16,5,35.73
1433,2021/8/12,1602,1826,1473,BKI,Kota Kinabalu,NTR,Monterrey,200,963,16,5,117.88
1434,2021/11/23,1603,1800,4580,CIU,Sault Ste Marie,LPG,La Plata,200,725,15,17,195.16
1435,2021/11/18,1603,1817,4415,FMH,Falmouth,BRD,Brainerd,200,431,16,5,131.98
1436,2021/8/14,1604,1735,12,RCM,Richmond,EIS,Tortola,200,209,15,55,189.04
1437,2021/5/9,1604,1937,1411,RMU,Murcia,LWO,Lvov,200,1069,16,0,112.44
1438,2021/6/28,1605,1851,847,ZST,Stewart,GZW,Ghazvin,200,762,15,59,181.1
1439,2021/11/1,1605,2010,1635,LGH,Leigh Creek,MEE,Mare,200,2133,16,7,166.65
1440,2021/7/5,1606,1730,4088,PIT,Pittsburgh,APL,Nampula,200,94,16,10,97.38
1441,2021/12/26,1607,2003,179,LIH,Lihue,ALP,Aleppo,200,2586,10,30,81.03
1442,2021/8/14,1609,1710,4372,NCE,Nice,BIR,Biratnagar,200,199,14,53,153.44
1443,2021/10/26,1609,2105,1635,TSX,Tanjung Santan,WIN,Winton,200,1598,15,50,93.38
1444,2021/12/11,1609,1924,157,JNU,Juneau,BMM,Bitam,200,944,16,9,162.42
1445,2021/5/30,1611,1736,5709,FUL,Fullerton,NHA,Nhatrang,200,229,16,0,196.73
1446,2021/6/6,1612,1835,3392,AJA,Ajaccio,ERG,Yerbogachen,200,427,16,15,47.63
1447,2021/7/9,1612,1922,985,DNR,Dinard,CRW,Charleston,200,1010,16,15,84.56
1448,2021/6/14,1613,1808,4622,HJR,Khajuraho,CUC,Cucuta,200,764,16,20,148.53
1449,2021/9/21,1615,1846,3372,SIS,Sishen,KZR,Kutahya,200,665,15,50,36.62
1450,2021/10/29,1616,1839,2305,AHN,Athens,IIA,Inishmaan,200,1605,16,10,19.17
1451,2021/9/23,1617,1820,341,IFJ,Isafjordur,BZO,Bolzano,200,733,16,10,129.16
1452,2021/12/1,1618,1913,315,NVP,Novo Aripuana,LGL,Long Datih,200,2565,15,16,56.35
1453,2021/5/27,1618,1931,1178,NGK,Nogliki,TGK,Taganrog,200,1400,16,20,175.73
1454,2021/11/12,1619,1836,3384,GRK,Killeen,GBB,Qabala,200,964,16,5,81.22
1455,2021/7/29,1619,1839,2231,OLB,Olbia,SZB,Kuala Lumpur,200,502,16,15,133.9
1456,2021/6/8,1624,1939,1587,PCB,Jakarta,NNM,Naryan-Mar,200,1068,16,10,142.4
1457,2021/6/13,1625,1744,4292,ZPH,Zephyrhills,CNC,Coconut Island,200,212,14,44,61.56
1458,2021/5/29,1626,1935,1043,ORD,Chicago,DSN,Dongsheng,200,2422,16,30,43.3
1459,2021/10/3,1627,1927,675,GEC,Geçitkale,TUU,Tabuk,200,2475,16,30,64.99
1460,2021/8/18,1627,1859,702,AUR,Aurillac,BYR,Laeso,200,509,16,30,68.43
1461,2021/7/6,1627,1805,1051,LGH,Leigh Creek,VLL,Valladolid,200,404,16,30,35.57
1462,2021/5/26,1628,1853,1619,AGC,Pittsburgh,KKX,Kikai,200,1020,16,15,76.42
1463,2021/7/24,1628,1950,27,CCI,Concordia,BNC,Beni,200,2586,16,30,16.83
1464,2021/7/13,1629,1905,920,MVZ,Masvingo,NOC,Connaught,200,1626,16,30,96.01
1465,2021/9/29,1629,1905,985,VKT,Vorkuta,PSD,Port Said,200,2425,16,30,116.54
1466,2021/9/13,1632,1838,864,SBY,Salisbury,RKT,Ras Al Khaimah,200,888,16,30,17.03
1467,2021/7/19,1632,1950,656,NMA,Namangan,JOS,Jos,200,2133,16,35,198.76
1468,2021/7/10,1633,1854,3843,PDX,Portland,BRD,Brainerd,200,642,15,50,66.4
1469,2021/12/23,1633,1958,139,BEN,Benghazi,HEL,Helsinki,200,1074,16,40,167.58
1470,2021/6/7,1634,1952,161,YWL,Williams Lake,PLZ,Port Elizabeth,200,1089,16,15,12.8
1471,2021/9/5,1636,2017,773,CFD,Bryan,MRO,Masterton,200,1389,16,40,193.13
1472,2021/5/25,1642,1757,4390,KWZ,Kolwezi,PMQ,Perito Moreno,200,284,15,4,16.74
1473,2021/9/13,1642,1814,3695,ZJI,Locarno,TBR,Statesboro,200,719,16,35,112.25
1474,2021/6/27,1643,1931,1641,MUS,Minami Tori Shima,ZRJ,Round Lake,200,937,16,25,177.23
1475,2021/7/23,1644,1915,1556,GMB,Gambella,MOZ,Moorea,200,1605,16,25,183.39
1476,2021/12/29,1646,1810,1790,CNC,Coconut Island,DXR,Danbury,200,187,16,50,28.03
1477,2021/12/6,1648,1843,1085,AMH,Arba Minch,BUI,Bokondini-Papua Island,200,541,16,35,199.65
1478,2021/8/29,1652,2039,1078,INZ,In Salah,OAX,Oaxaca,200,1569,16,52,52.43
1479,2021/9/28,1653,1759,1176,YEC,Yechon,CLW,Clearwater,200,200,16,39,167.83
1480,2021/8/25,1655,2026,31,RAM,Ramingining,FSC,Figari,200,2586,17,0,172.38
1481,2021/12/17,1655,1911,995,PYR,Andravida,KMH,Kuruman,200,585,16,55,49.79
1482,2021/7/24,1655,1955,413,EWN,New Bern,SVU,Savusavu,200,2475,16,55,71.59
1483,2021/10/20,1657,2022,706,NCG,Nuevo Casas Grandes,NRR,Ceiba,200,1521,17,0,75.9
1484,2021/12/29,1658,1920,3347,PJG,Panjgur,LDM,Ludington,200,589,17,0,162.73
1485,2021/8/23,1658,1857,3358,BDU,Bardufoss,MOL,Molde,200,872,17,0,115.12
1486,2021/9/10,1701,2031,257,FLS,Flinders Island,NQT,Nottingham,200,2248,17,0,96.04
1487,2021/10/27,1701,2008,143,PAH,PADUCAH,TXG,Taichung,200,1028,16,36,190.66
1488,2021/6/10,1702,1908,4540,PMH,Portsmouth,ULA,San Julian,200,502,16,40,86.0
1489,2021/5/9,1703,2026,185,BUF,Buffalo,GOH,Godthaab,200,2446,16,50,42.8
1490,2021/12/11,1703,1845,627,HVA,Analalava,YNJ,Yanji,200,733,17,0,93.65
1491,2021/9/2,1704,1958,4645,PCB,Jakarta,EEK,Eek,200,708,16,30,75.63
1492,2021/12/28,1705,2006,575,TMI,Tumling Tar,CYT,Yakataga,200,1747,17,0,144.12
1493,2021/12/1,1706,1909,1447,LHR,London,OUE,Ouesso,200,544,17,10,102.49
1494,2021/7/16,1707,2015,1905,TKD,Takoradi,RCU,Rio Cuarto,200,1372,17,5,169.65
1495,2021/5/28,1708,2035,1259,HDR,Bandar Abbas,DNN,Dalton,200,1416,17,0,75.57
1496,2021/11/19,1710,1857,4502,LRR,Lar,CPR,Casper,200,748,15,26,30.74
1497,2021/11/10,1712,1927,509,TBS,Tbilisi,UGO,Uige,200,1620,17,0,49.83
1498,2021/6/9,1713,2007,342,CNX,Chiang Mai,BEO,Lake Macquarie,200,2454,17,0,67.36
1499,2021/12/25,1714,1947,5132,OPF,Miami,YGO,Gods Lake Narrows,200,746,17,0,193.9
